ID,Transfers,Year
353619,2,2016
353645,2,2016
354137,2,2016
354851,2,2016
355181,2,2016
356221,2,2016
356470,2,2016
356498,2,2016
356997,2,2016
357081,2,2016
357766,2,2016
361215,2,2016
362881,2,2016
363249,2,2016
364523,2,2016
364759,2,2016
367459,2,2016
367580,2,2016
367676,2,2016
367808,2,2016
368173,2,2016
368819,2,2016
370672,2,2016
371408,2,2016
372357,2,2016
372399,2,2016
372729,2,2016
373349,2,2016
373411,2,2016
373581,2,2016
373639,2,2016
374071,2,2016
374149,2,2016
375037,2,2016
375178,2,2016
375213,2,2016
375354,2,2016
375393,2,2016
375823,2,2016
375899,2,2016
376398,2,2016
377112,2,2016
378075,2,2016
378124,2,2016
378308,2,2016
378618,2,2016
378888,2,2016
379006,2,2016
379132,2,2016
379478,2,2016
379818,2,2016
380160,2,2016
380504,2,2016
381049,2,2016
381538,2,2016
381602,2,2016
381735,2,2016
382346,2,2016
382706,2,2016
382922,2,2016
383147,2,2016
383228,2,2016
383297,2,2016
383738,2,2016
384698,2,2016
384926,2,2016
385815,2,2016
386030,2,2016
386150,2,2016
386166,2,2016
386265,2,2016
386325,2,2016
386872,2,2016
386982,2,2016
387290,2,2016
387570,2,2016
387616,2,2016
387645,2,2016
387829,2,2016
387997,2,2016
388252,2,2016
388308,2,2016
388576,2,2016
388601,2,2016
388627,2,2016
389139,2,2016
389364,2,2016
389626,2,2016
390436,2,2016
391650,2,2016
391668,2,2016
393320,2,2016
397568,2,2016
398684,2,2016
399167,2,2016
399515,2,2016
399651,2,2016
399855,2,2016
401068,2,2016
402041,2,2016
402873,2,2016
402929,2,2016
403171,2,2016
403375,2,2016
403520,2,2016
403534,2,2016
404028,2,2016
404081,2,2016
404735,2,2016
406156,2,2016
406161,2,2016
406163,2,2016
406545,2,2016
406589,2,2016
407510,2,2016
407798,2,2016
409928,2,2016
410359,2,2016
411184,2,2016
411188,2,2016
411415,2,2016
411560,2,2016
411746,2,2016
412774,2,2016
413671,2,2016
414340,2,2016
415137,2,2016
415323,2,2016
415464,2,2016
415864,2,2016
415922,2,2016
416975,2,2016
417687,2,2016
418307,2,2016
419232,2,2016
419405,2,2016
420360,2,2016
420434,2,2016
420673,2,2016
420843,2,2016
421497,2,2016
421667,2,2016
421729,2,2016
422099,2,2016
422585,2,2016
422816,2,2016
423040,2,2016
424515,2,2016
424543,2,2016
424615,2,2016
424681,2,2016
425047,2,2016
425364,2,2016
425390,2,2016
426391,2,2016
426731,2,2016
427219,2,2016
428063,2,2016
428067,2,2016
428194,2,2016
428763,2,2016
428827,2,2016
429621,2,2016
429671,2,2016
429966,2,2016
430749,2,2016
431660,2,2016
433253,2,2016
433420,2,2016
433610,2,2016
433954,2,2016
434347,2,2016
434409,2,2016
434487,2,2016
435008,2,2016
435660,2,2016
436258,2,2016
436285,2,2016
436564,2,2016
437150,2,2016
438399,2,2016
438695,2,2016
439517,2,2016
439665,2,2016
439713,2,2016
439719,2,2016
440099,2,2016
440151,2,2016
442316,2,2016
442893,2,2016
443044,2,2016
443543,2,2016
443565,2,2016
443735,2,2016
444707,2,2016
445472,2,2016
445677,2,2016
446458,2,2016
447411,2,2016
448296,2,2016
448321,2,2016
448410,2,2016
449331,2,2016
449732,2,2016
449774,2,2016
449954,2,2016
450141,2,2016
450440,2,2016
450866,2,2016
451392,2,2016
451612,2,2016
451652,2,2016
452176,2,2016
452207,2,2016
457089,2,2016
472848,2,2016
475269,2,2016
478766,2,2016
485641,2,2016
485748,2,2016
487757,2,2016
489542,2,2016
490545,2,2016
492790,2,2016
496745,2,2016
500926,2,2016
502307,2,2016
503445,2,2016
505687,2,2016
506601,2,2016
508643,2,2016
509357,2,2016
509754,2,2016
514150,2,2016
516323,2,2016
519915,2,2016
522117,2,2016
523618,2,2016
524152,2,2016
526104,2,2016
528828,2,2016
531188,2,2016
533869,2,2016
534465,2,2016
536004,2,2016
537603,2,2016
539149,2,2016
539347,2,2016
541262,2,2016
543106,2,2016
548155,2,2016
549717,2,2016
554893,2,2016
556845,2,2016
557798,2,2016
560989,2,2016
561560,2,2016
562000,2,2016
562152,2,2016
564584,2,2016
567408,2,2016
568929,2,2016
568954,2,2016
569850,2,2016
570335,2,2016
573065,2,2016
573484,2,2016
575145,2,2016
578738,2,2016
579475,2,2016
580293,2,2016
580774,2,2016
589419,2,2016
592199,2,2016
595607,2,2016
597283,2,2016
597911,2,2016
598284,2,2016
598434,2,2016
601713,2,2016
602697,2,2016
604033,2,2016
609478,2,2016
611081,2,2016
615298,2,2016
615502,2,2016
616429,2,2016
617687,2,2016
617804,2,2016
623431,2,2016
625183,2,2016
625293,2,2016
626705,2,2016
627640,2,2016
628622,2,2016
628839,2,2016
629148,2,2016
630005,2,2016
631280,2,2016
631555,2,2016
631663,2,2016
632294,2,2016
633174,2,2016
633534,2,2016
634521,2,2016
635612,2,2016
636321,2,2016
636613,2,2016
636718,2,2016
637967,2,2016
640604,2,2016
641440,2,2016
641786,2,2016
641860,2,2016
642206,2,2016
642857,2,2016
643393,2,2016
644235,2,2016
644244,2,2016
645109,2,2016
645776,2,2016
646245,2,2016
646477,2,2016
647131,2,2016
647431,2,2016
647760,2,2016
647818,2,2016
648077,2,2016
648737,2,2016
649844,2,2016
651649,2,2016
651984,2,2016
651992,2,2016
652072,2,2016
652565,2,2016
654343,2,2016
654988,2,2016
658207,2,2016
658421,2,2016
658708,2,2016
658877,2,2016
658973,2,2016
661402,2,2016
666029,2,2016
667591,2,2016
668075,2,2016
668394,2,2016
670437,2,2016
671088,2,2016
671152,2,2016
673324,2,2016
674583,2,2016
675156,2,2016
675899,2,2016
676429,2,2016
678233,2,2016
679518,2,2016
680949,2,2016
680969,2,2016
681641,2,2016
683267,2,2016
684120,2,2016
684579,2,2016
685245,2,2016
685961,2,2016
686582,2,2016
687600,2,2016
687829,2,2016
688338,2,2016
688676,2,2016
689792,2,2016
689877,2,2016
691007,2,2016
691053,2,2016
691120,2,2016
691558,2,2016
692664,2,2016
694778,2,2016
696755,2,2016
697227,2,2016
697342,2,2016
697569,2,2016
697807,2,2016
697906,2,2016
697939,2,2016
699032,2,2016
699531,2,2016
699920,2,2016
700151,2,2016
700401,2,2016
700808,2,2016
701878,2,2016
702680,2,2016
703064,2,2016
704070,2,2016
704090,2,2016
704111,2,2016
704196,2,2016
704758,2,2016
705318,2,2016
706519,2,2016
706541,2,2016
707507,2,2016
707540,2,2016
707980,2,2016
709288,2,2016
710965,2,2016
712068,2,2016
713533,2,2016
713937,2,2016
715200,2,2016
716119,2,2016
716263,2,2016
716607,2,2016
717064,2,2016
720673,2,2016
721245,2,2016
721427,2,2016
721937,2,2016
723498,2,2016
723777,2,2016
725025,2,2016
725218,2,2016
727022,2,2016
728328,2,2016
731907,2,2016
734567,2,2016
735787,2,2016
736963,2,2016
737898,2,2016
739608,2,2016
739693,2,2016
741994,2,2016
742111,2,2016
743170,2,2016
743634,2,2016
747783,2,2016
748394,2,2016
748872,2,2016
748967,2,2016
750012,2,2016
750544,2,2016
750921,2,2016
752519,2,2016
754257,2,2016
755792,2,2016
756377,2,2016
761405,2,2016
761463,2,2016
761739,2,2016
762193,2,2016
764838,2,2016
764890,2,2016
766648,2,2016
770261,2,2016
770668,2,2016
773307,2,2016
773328,2,2016
776200,2,2016
779574,2,2016
787798,2,2016
789440,2,2016
792924,2,2016
794309,2,2016
796026,2,2016
796702,2,2016
